profession,title,link,date,location,workload,emp_type,company
data%20architect,"Data Engineer (pySpark, Azure Synapse)",https://www.jobs.ch/en/vacancies/detail/f5a468a1-1446-4afe-9f85-90ebbcaf9bbb/,Last month,Geneva,100%,Unlimited employment,Capgemini Suisse SA
data%20architect,"Sicheres, gewinnendes Auftreten und Freude am Umgang mit Kunden",https://www.jobs.ch/en/vacancies/detail/5d4a28a1-6b75-4f01-a293-7f06bed99e89/,3 quarters ago,Zürich,100%,Unlimited employment,Polynorm Software AG
data%20architect,Technical Associate Director Data Architecture,https://www.jobs.ch/en/vacancies/detail/15cbebd0-29b9-4029-879e-5c21504515d5/,Last quarter,Basel (City),100%,Novartis AG,Not specified
data%20architect,Senior Data Engineer (m/w/d),https://www.jobs.ch/en/vacancies/detail/18d19f49-6884-40bc-8065-14a79c9145ef/,11 hours ago,Basel,80 – 100%,Unlimited employment,Rocken®
data%20architect,Salesforce & Data Platform Architect (80%),https://www.jobs.ch/en/vacancies/detail/733afcc8-a402-46ba-9442-fd525360ce5e/,2 months ago,Zurich,80%,Unlimited employment,WWF Schweiz
data%20architect,IT Solution Architect Cloud (m/w/d),https://www.jobs.ch/en/vacancies/detail/8dafbd45-2bc8-4a43-bf0b-34919c845516/,5 hours ago,Zürich,80 – 100%,Unlimited employment,Rocken®
data%20architect,Freelancer - Experienced Data Migration & Cut-Over Architect,https://www.jobs.ch/en/vacancies/detail/1d3fa0b4-6658-4c6a-8d6a-56fd5983f01a/,Last week,Zürich,100%,KPMG,Not specified
big%20data%20analyst,Spezialist Ereignisanalyse und Erfahrungsauswertung 80% - 100% (alle),https://www.jobs.ch/en/vacancies/detail/04c4d29e-3e85-40ab-a240-a554f5bc6956/,2 days ago,Kernkraftwerk Gösgen-Däniken AG,100%,Unlimited employment,Kernkraftwerk Gösgen-Däniken
big%20data%20analyst,ML / Data Science Specialist (80-100%),https://www.jobs.ch/en/vacancies/detail/2bd5fe01-6578-4f61-9f65-60c78bdea265/,19 hours ago,Bern,80 – 100%,Unlimited employment,DV Bern
big%20data%20analyst,Statistische*r Datanalyst*in (60% bis 100%),https://www.jobs.ch/en/vacancies/detail/97aafa5b-0aac-4198-b784-b67b81b529c2/,4 days ago,Bern,60 – 100%,Unlimited employment,SwissDRG AG
big%20data%20analyst,(Senior) Data Science & Data Analytics Consultant 60-100%,https://www.jobs.ch/en/vacancies/detail/5db6db8f-fa05-4456-ad0a-3c317ad00001/,5 days ago,"Zürich, Lausanne, Bern",60 – 100%,Unlimited employment,Eraneos Switzerland AG
big%20data%20analyst,Working student in Business Intelligence/ Data analytics (f/m/d),https://www.jobs.ch/en/vacancies/detail/458511d8-5568-4927-bf71-50bfba735a8b/,Last week,Gümlingen,40 – 50%,Unlimited employment,Schneider Electric (Schweiz) AG
big%20data%20analyst,Head of AI & Data Science (a),https://www.jobs.ch/en/vacancies/detail/3e31c273-be96-4b5a-9cc5-197ed73afa67/,Yesterday,Neuchâtel (Hybrid),100%,Unlimited employment,Consult & Pepper AG
big%20data%20analyst,Analyste de données pour le controlling des achats,https://www.jobs.ch/en/vacancies/detail/53fa846d-bd0d-4ec2-94ac-c067bd11b372/,3 weeks ago,Berne et travail à domicile,80 – 100%,Unlimited employment,Office fédéral constructions et logistique OFCL
big%20data%20analyst,"Head of Data Engineering (f/m/d) | 80-100% | Hybrid working model | Zurich, Switzerland",https://www.jobs.ch/en/vacancies/detail/ef10c72e-4036-4003-9d53-7d4506ae97c9/,Last week,Zürich,80 – 100%,Unlimited employment,SMG Swiss Marketplace Group
big%20data%20analyst,Data Analyst (Focus Online-Shops),https://www.jobs.ch/en/vacancies/detail/2a56d90d-aa8a-4e66-9b6a-a56901c79fbf/,Last month,Mägenwil,80 – 100%,Unlimited employment,Brack.Alltron AG
big%20data%20analyst,Datenanalyst/-in Polizeiliche Lage 100%,https://www.jobs.ch/en/vacancies/detail/acaa5589-8677-4dc3-a8e2-9f0ad2f7a758/,3 weeks ago,Bern,100%,Unlimited employment,Kantonspolizei Bern
big%20data%20analyst,(Senior) Data Analyst Marketing (m/f/d),https://www.jobs.ch/en/vacancies/detail/aeb1d50a-523d-4413-bc88-b271df9117c9/,Last week,Zürich,80 – 100%,Unlimited employment,Digitec Galaxus AG
big%20data%20analyst,Datenanalyst/-in Beschaffungscontrolling,https://www.jobs.ch/en/vacancies/detail/68a2d998-d203-4a4d-ac0c-d433c7ae20c3/,3 weeks ago,Berna,80 – 100%,Unlimited employment,Bundesamt für Bauten und Logistik BBL
big%20data%20analyst,Principal Machine Learning Engineer,https://www.jobs.ch/en/vacancies/detail/d59c316b-8aa2-46af-80da-e69c5b0429e4/,Last week,Bern,100%,Unlimited employment,machineMD AG
big%20data%20analyst,Data Scientist,https://www.jobs.ch/en/vacancies/detail/9de7145c-d836-4e00-9b5d-d5f68d83d2ab/,2 weeks ago,Lausanne,80 – 100%,Unlimited employment,SamanTree Medical (Switzerland) SA
big%20data%20analyst,Responsable des données de comptage à 100%,https://www.jobs.ch/en/vacancies/detail/bdcfd2f0-b01d-4f03-afa5-fff7557f9330/,3 days ago,Nyon,100%,Unlimited employment,Ville de Nyon
big%20data%20analyst,Digital Biomarker - Data Scientist (m/f/d) (LSW) - BS,https://www.jobs.ch/en/vacancies/detail/990475c3-0da6-45ea-a51d-43a02eb70c77/,5 hours ago,Basel,80 – 100%,Temporary,Manpower SA
big%20data%20analyst,Business Data Specialist,https://www.jobs.ch/en/vacancies/detail/5da3cfe7-b0ee-4725-9f8c-2f89707eb6c2/,Yesterday,Chavornay,100%,Unlimited employment,SICPA
big%20data%20analyst,Group Data Architect - 100% Be the architect of data that drives innovation across Europe's leading,https://www.jobs.ch/en/vacancies/detail/dc8b0893-15b2-4e21-b586-461031371cb5/,2 weeks ago,"Cham, Switzerland",100%,Unlimited employment,Selecta AG
big%20data%20analyst,Data Scientist Asset Finance & Information (alle),https://www.jobs.ch/en/vacancies/detail/00aed0e6-ee7e-49d1-8045-08d88f37c81d/,2 days ago,Ostermundigen,80 – 100%,Unlimited employment,BKW Energie AG
big%20data%20analyst,Data Rule Manager (w/m/d),https://www.jobs.ch/en/vacancies/detail/a0d14834-e4c8-4542-950f-806d3ebd967a/,Yesterday,Zürich,80 – 100%,Temporary,M-Industrie
big%20data%20analyst,Pricing & Data Analyst (m/w/d) - Pensum 50%,https://www.jobs.ch/en/vacancies/detail/46607273-f16b-4abc-859b-30aee20a4a39/,2 weeks ago,Reinach BL,50%,Unlimited employment,Montagetechnik BERNER AG
big%20data%20analyst,Senior Data Analyst (m/w/d) 80-100%,https://www.jobs.ch/en/vacancies/detail/ece83ac1-bf77-4243-a7da-4d7b9b07b81b/,2 weeks ago,Volketswil,80 – 100%,Unlimited employment,blue Entertainment AG
big%20data%20analyst,Projektleiter:in Aufbau Geschäftsstelle FaBe PSM,https://www.jobs.ch/en/vacancies/detail/19eb2a5c-f355-4dd7-b0b0-518591277d6a/,Last month,Bern,80 – 100%,Unlimited employment,Lutz & Partner AG Human Resources
big%20data%20analyst,Mitarbeiter/-in Kundensupport Heimtiere (Customer Contact Center) in D/F (w/m/d) 80–100%,https://www.jobs.ch/en/vacancies/detail/b72d714d-ec9e-4d6f-93a2-a3ff27ac3e70/,Last week,Bern,80 – 100%,Unlimited employment,Identitas AG
big%20data%20analyst,Data Analyst Officer,https://www.jobs.ch/en/vacancies/detail/3310c62e-e3bc-4ab4-acd0-350d47a25766/,2 weeks ago,Geneva,100%,Unlimited employment,International Labour Organization (ILO)
big%20data%20analyst,Data Scientist/Analyst Group Internal Audit 100% (f/m/d),https://www.jobs.ch/en/vacancies/detail/36f3f14d-0951-4f86-8baf-bf3173906b57/,2 days ago,Zürich,100%,Bank Julius Bär & Co. AG,Not specified
big%20data%20analyst,Data Analyst,https://www.jobs.ch/en/vacancies/detail/18888e01-1c25-4db5-918d-2c3b77e3f567/,Last quarter,"Warsaw, Masovian Voivodeship, Poland",100%,Unlimited employment,Scandit AG
big%20data%20analyst,Data Scientist (m/w/d),https://www.jobs.ch/en/vacancies/detail/98e38798-f818-411c-850a-85e2fca3caf6/,Yesterday,Basel,80 – 100%,Unlimited employment,Rocken®
big%20data%20analyst,Financial Instrument Data Specialist 100% f/m/d,https://www.jobs.ch/en/vacancies/detail/00dbd679-97ca-4b00-bc53-16327db2c192/,3 weeks ago,Zürich,100%,Bank Julius Bär & Co. AG,Not specified
big%20data%20analyst,"stagiaire en droit (h/f) - 100%, entrée en fonction le le 1er février 2026 ou le 1er mai 2026 (Indiquer la date de début de stage préférée lors de la candidature)",https://www.jobs.ch/en/vacancies/detail/e326fcd1-8159-47e5-9d66-01b0f5933339/,3 months ago,Bern,100%,Unlimited employment,Eidgenössisches Institut für Geistiges Eigentum
big%20data%20analyst,Data Analyst,https://www.jobs.ch/en/vacancies/detail/3491e2d9-d3fc-49cf-be0d-18c264e6f40f/,Last quarter,Tampere,100%,Unlimited employment,Scandit AG
big%20data%20analyst,Senior Data Scientist,https://www.jobs.ch/en/vacancies/detail/b5f4ec3c-e1a1-47d3-9b75-c32a2f3cbe7e/,2 months ago,Zürich,100%,On AG,Not specified
big%20data%20analyst,"Data Analytics Consultant (Zurich, Switzerland)",https://www.jobs.ch/en/vacancies/detail/8af26909-d4b8-4a09-8223-edbbebb00150/,Last year,Zürich,100%,Unlimited employment,D ONE Value Creation AG
big%20data%20analyst,Business Data Specialist,https://www.jobs.ch/en/vacancies/detail/3fdd45f0-29cf-465f-aa23-86eabf1ffb8d/,2 months ago,Chavornay,100%,Unlimited employment,SICPA HOLDING SA
big%20data%20analyst,Open Application: Zurich,https://www.jobs.ch/en/vacancies/detail/dc4cdc16-3b69-4b10-9a8a-bb831d8c2650/,Last year,Zurich,100%,Unlimited employment,KCAP GmbH
big%20data%20analyst,(Senior) Data Science & Data Analytics Consultant 60-100%,https://www.jobs.ch/en/vacancies/detail/146052e2-d801-40f3-af1b-d4530b29b271/,Last year,Zurich,60 – 100%,Unlimited employment,Eraneos Switzerland AG
big%20data%20analyst,Clinical Data Analyst/Statistician at Santhera Pharmaceuticals,https://www.jobs.ch/en/vacancies/detail/8506282c-5849-4c1c-beab-169cea03e455/,2 quarters ago,Pratteln,100%,Unlimited employment,Santhera Pharmaceuticals (Schweiz) AG
big%20data%20analyst,Data Analyst / Data Engineer Messtechnik,https://www.jobs.ch/en/vacancies/detail/b325b223-ff7b-4d35-8fe8-c90278485e55/,3 weeks ago,Dietikon,80 – 100%,Unlimited employment,enersuisse ag
big%20data%20analyst,Senior Data Analyst (m/w/d) 80-100%,https://www.jobs.ch/en/vacancies/detail/554811b5-0ccb-4a03-80c8-af0182884392/,2 weeks ago,Volketswil,80 – 100%,Unlimited employment,Blue Entertainment AG
big%20data%20analyst,Data & Analytics Manager / Expert,https://www.jobs.ch/en/vacancies/detail/922562dc-cc55-46c5-91bc-fecb017c2e11/,3 months ago,LIS,100%,Unlimited employment,"Unilabs, Laboratoire d'analyses médicales SA"
data%20python,Research Associate Spine (a) 100%,https://www.jobs.ch/en/vacancies/detail/a6a386a9-7bb0-4179-821e-ed39052142ff/,Last week,"Lengghalde 2, Zürich",100%,Unlimited employment,Schulthess Klinik
data%20python,"Cloud Operations Engineer (all genders), 80-100%",https://www.jobs.ch/en/vacancies/detail/332843db-82c8-4a8c-b950-4c391a3457b8/,Last week,"Baar, Baden, Bern, Zürich",80 – 100%,Unlimited employment,BSI Business Systems Integration AG
data%20python,"Data Engineer, 80-100%",https://www.jobs.ch/en/vacancies/detail/439d4881-1520-486e-b1f7-339b1fc47959/,Yesterday,Zürich,80 – 100%,Unlimited employment,VZ VermögensZentrum
data%20python,Data Rule Manager (w/m/d),https://www.jobs.ch/en/vacancies/detail/a0d14834-e4c8-4542-950f-806d3ebd967a/,Yesterday,Zürich,80 – 100%,Temporary,M-Industrie
data%20python,Data Engineer (m/f/d) - 100%,https://www.jobs.ch/en/vacancies/detail/c54a3bfd-110d-49a5-b143-4bcacf471a93/,Yesterday,Baar ZG,5%,Unlimited employment,ITech Consult AG
data%20python,Senior Data Engineer,https://www.jobs.ch/en/vacancies/detail/6fc9b0f2-8346-44d5-b3ae-ec06a3b54f19/,3 days ago,Lucerne,80 – 100%,Unlimited employment,CHF 130 000 - 145 000 /year
data%20python,Head of AI & Data Science (a),https://www.jobs.ch/en/vacancies/detail/3e31c273-be96-4b5a-9cc5-197ed73afa67/,Yesterday,Neuchâtel (Hybrid),100%,Unlimited employment,Consult & Pepper AG
data%20python,Data Engineer,https://www.jobs.ch/en/vacancies/detail/417b806b-f70f-4002-8cc4-a732404025ce/,3 days ago,Lausanne,100%,Unlimited employment,CHF 83 000 - 102 000 /year
data%20python,Teamlead Data Science & Analytics (w/m/d),https://www.jobs.ch/en/vacancies/detail/9a7ae1d5-03f2-4b1e-b0fd-e57218f531bc/,2 days ago,Zürich,80 – 100%,Unlimited employment,Digitec Galaxus AG
data%20python,(Senior) Data Platform- & Data Engineering-Consultant 60-100%,https://www.jobs.ch/en/vacancies/detail/f6ef2764-327d-4809-b818-0632ddc9ad6a/,5 days ago,Zürich oder Bern,60 – 100%,Unlimited employment,Eraneos Switzerland AG
data%20python,Data Scientist Asset Finance & Information (alle),https://www.jobs.ch/en/vacancies/detail/00aed0e6-ee7e-49d1-8045-08d88f37c81d/,2 days ago,Ostermundigen,80 – 100%,Unlimited employment,BKW Energie AG
data%20python,(Senior) Data Science & Data Analytics Consultant 60-100%,https://www.jobs.ch/en/vacancies/detail/5db6db8f-fa05-4456-ad0a-3c317ad00001/,5 days ago,"Zürich, Lausanne, Bern",60 – 100%,Unlimited employment,Eraneos Switzerland AG
data%20python,Head of Business Analytics (a),https://www.jobs.ch/en/vacancies/detail/461fb2ea-83df-4ba9-a4cb-a599ccc56bd1/,5 hours ago,Zürich,100%,Unlimited employment,CH Media
data%20python,Data Scientist,https://www.jobs.ch/en/vacancies/detail/9de7145c-d836-4e00-9b5d-d5f68d83d2ab/,2 weeks ago,Lausanne,80 – 100%,Unlimited employment,SamanTree Medical (Switzerland) SA
data%20python,Software Developer (80%) - Hybrid (CH only),https://www.jobs.ch/en/vacancies/detail/67d1c404-f715-4c2a-a379-57f1d58baa9c/,12 hours ago,8001 / Zürich,100%,Temporary,Albedis
data%20python,AI Consultant – HCM Transformation (Workday Integration) (m/f/d),https://www.jobs.ch/en/vacancies/detail/aea26be5-36a3-417b-adec-87bb6b2f0885/,5 hours ago,Basel,100%,"Unlimited employment, Temporary",Aequor Consulting GmbH
data%20python,Data Analyst (Focus Online-Shops),https://www.jobs.ch/en/vacancies/detail/2a56d90d-aa8a-4e66-9b6a-a56901c79fbf/,Last month,Mägenwil,80 – 100%,Unlimited employment,Brack.Alltron AG
data%20python,RESPONSABLE DE DONNÉES ÉNERGIE (H/F) à 100%,https://www.jobs.ch/en/vacancies/detail/c08a4f51-bad2-4cb5-b0db-3e635f20055c/,11 hours ago,Crissier,100%,Unlimited employment,SIE SA
data%20python,Biostatistiker/in / Epidemiologe/in (m/w/d) 60-80%,https://www.jobs.ch/en/vacancies/detail/da77729b-cb47-45ef-9944-0677dd2ad8ba/,Yesterday,Zürich,60 – 80%,Unlimited employment,Foundation National Institute for Cancer Epidemiology and Registration (NICER)
data%20python,E-COMMERCE PERFORMANCE ANALYTICS SPECIALIST 100%,https://www.jobs.ch/en/vacancies/detail/907969f3-1384-4825-b727-c917b9c2932e/,Yesterday,2501 Biel/Bienne,100%,Unlimited employment,Swatch AG
data%20python,(Senior) Data Analyst Marketing (m/f/d),https://www.jobs.ch/en/vacancies/detail/aeb1d50a-523d-4413-bc88-b271df9117c9/,Last week,Zürich,80 – 100%,Unlimited employment,Digitec Galaxus AG
data%20python,Werkstudent:in KI-gestütztes Wissensmanagement (20-40%),https://www.jobs.ch/en/vacancies/detail/5360f09a-cd0c-4b93-bc51-1143b8bf402f/,Yesterday,Basel,20 – 40%,"Unlimited employment, Internship, Supplementary income",Schnetzer Puskas Ingenieure AG Basel
data%20python,CHEF(FE) DE PROJET ENERGIE ET EXPLOITATION (80-100%),https://www.jobs.ch/en/vacancies/detail/131e9a8b-deb9-4da3-b7b3-ae7a22e2a541/,Yesterday,Plan-les-Ouates,80 – 100%,Unlimited employment,Energy Management SA
data%20python,Microsoft 365 Engineer/in (m/w) (80% - 100%),https://www.jobs.ch/en/vacancies/detail/7d7fa898-2076-4150-a84d-0864eadb2c65/,Yesterday,Jona,80 – 100%,Unlimited employment,Stadt Rapperswil-Jona
data%20python,Agile Developer in Test,https://www.jobs.ch/en/vacancies/detail/cd849f9e-6ee5-48bc-9062-7ec7abbb7cbe/,Yesterday,Zürich,80 – 100%,Unlimited employment,ti&m AG
data%20python,Business Analyst,https://www.jobs.ch/en/vacancies/detail/07affdc9-76e1-41c9-bb7f-a416f1eef9ac/,Yesterday,Bern,80 – 100%,Unlimited employment,RUAG AG
data%20python,TECHNICAL & QUALITY LEATHER SENIOR EXPERT,https://www.jobs.ch/en/vacancies/detail/5b0156a8-c599-4cd0-924e-d143cc55e021/,2 days ago,Neuchâtel,100%,Unlimited employment,AQC
data%20python,Software Engineer,https://www.jobs.ch/en/vacancies/detail/f09896a6-d070-48db-879c-22b973678bb5/,2 days ago,Yverdon-les-Bains,100%,Unlimited employment,Leclanché e-Mobility SA
data%20python,Scientific Researcher Position (80%),https://www.jobs.ch/en/vacancies/detail/ef2e99e6-4e26-49a3-a6cc-f148fb003856/,2 days ago,Sion,80%,Temporary,Haute Ecole d'Ingénierie
data%20python,Internal Auditor Senior Manager,https://www.jobs.ch/en/vacancies/detail/0c6a27a6-f859-4abf-9944-fb98024a98c0/,2 days ago,Plan-les-Ouates,100%,Unlimited employment,Groupe L'OCCITANE
data%20python,Analytical Cloud Software Engineer (all genders),https://www.jobs.ch/en/vacancies/detail/a487f9b3-279d-489f-bffa-0f743b10ebc0/,3 days ago,Winterthur,80 – 100%,Unlimited employment,AXA
data%20python,System Engineer C5I,https://www.jobs.ch/en/vacancies/detail/e74a04fc-5ec6-4a4f-b45b-1b7ddd829262/,3 days ago,Thun,100%,Unlimited employment,C5I
data%20python,Software Development Engineer in Test (SDET),https://www.jobs.ch/en/vacancies/detail/ca164b35-2778-493e-b1f0-27be6ea1bb7f/,3 days ago,Biel,80 – 100%,Unlimited employment,AKROS AG
data%20python,1 Responsable Etudes et développements ferroviaires (80-100%),https://www.jobs.ch/en/vacancies/detail/4fb55b09-e8cb-4fd9-a37b-4bfec156d07c/,3 days ago,Tavannes,80 – 100%,Unlimited employment,Chemins de fer du Jura
data%20python,Ingénieur réseau / DevOps (f/m/d),https://www.jobs.ch/en/vacancies/detail/cdc1dc6f-0afc-40d6-a4c9-a4ecdb292448/,3 days ago,Petit-Lancy,100%,Unlimited employment,Bechtle Suisse SA
data%20python,Software Engineer,https://www.jobs.ch/en/vacancies/detail/f3935d13-1fc2-40af-8a86-ea995c167ec5/,4 weeks ago,Altdorf UR,80 – 100%,Unlimited employment,Kamuno AG
data%20python,"Business Intelligence Manager 100%, (a)",https://www.jobs.ch/en/vacancies/detail/85110e6b-57b3-431e-9c80-073c71208d75/,Last month,Zug,100%,Unlimited employment,CSN Mining International GmbH
data%20python,Principal Machine Learning Engineer,https://www.jobs.ch/en/vacancies/detail/d59c316b-8aa2-46af-80da-e69c5b0429e4/,Last week,Bern,100%,Unlimited employment,machineMD AG
data%20python,R&D Intern in the field of chemical gas sensors,https://www.jobs.ch/en/vacancies/detail/1c0e4445-af21-4da5-a51a-04d262dc706c/,2 weeks ago,Stäfa,100%,Internship,Sensirion AG
data%20python,E-COMMERCE PERFORMANCE ANALYTICS SPECIALIST 100%,https://www.jobs.ch/en/vacancies/detail/3159a112-b9d3-4452-9cd7-3214c784e0b8/,3 weeks ago,"2501 Biel/Bienne, CH-BE",100%,Unlimited employment,Swatch AG
data%20python,Research Associate Spine (a) 100%,https://www.jobs.ch/en/vacancies/detail/a6a386a9-7bb0-4179-821e-ed39052142ff/,Last week,"Lengghalde 2, Zürich",100%,Unlimited employment,Schulthess Klinik
data%20python,"Praktikantin / Praktikant Kriminalanalyse (80 - 100 %), befristet für 6 bis 12 Monate",https://www.jobs.ch/en/vacancies/detail/979a992c-dc94-4445-ab9a-31484d310f01/,Last week,Zug,80 – 100%,Internship,Zuger Polizei
