profession,title,link,date,location,workload,emp_type,company,latitude,longitude
data architect,Data Scientist Asset Finance & Information (alle),https://www.jobs.ch/en/vacancies/detail/00aed0e6-ee7e-49d1-8045-08d88f37c81d/,2 days ago,ostermundigen,80 – 100%,Unlimited employment,BKW Energie AG,46.9582779,7.4911242
data architect,"Head of Data Engineering (f/m/d) | 80-100% | Hybrid working model | Zurich, Switzerland",https://www.jobs.ch/en/vacancies/detail/ef10c72e-4036-4003-9d53-7d4506ae97c9/,Last week,zürich,80 – 100%,Unlimited employment,SMG Swiss Marketplace Group,47.3744489,8.5410422
data architect,Mulesoft Integration Architect (w/m/d),https://www.jobs.ch/en/vacancies/detail/432a0ef0-6048-40f0-b864-4392d1b3de7d/,2 weeks ago,baden,100%,Unlimited employment,Axpo Group,47.4736827,8.3086822
data architect,Software Architect Expert 80-100%,https://www.jobs.ch/en/vacancies/detail/9a731fc2-2768-44bd-ad19-3328c0ec2e17/,Last month,zug,80 – 100%,Unlimited employment,Siemens Schweiz AG,47.1486137,8.5539378
data architect,Software System Architect,https://www.jobs.ch/en/vacancies/detail/58deae51-24ba-43bd-a3a3-7bc3e062cb6e/,Last week,frauenfeld,100%,Unlimited employment,Wärtsilä Services Switzerland Ltd.,47.5561915,8.8963347
data architect,ICT Architect C5I,https://www.jobs.ch/en/vacancies/detail/d063a5e0-2f59-4bf7-8874-1c06c6f0015b/,Last week,"thun, bern",80 – 100%,Unlimited employment,RUAG MRO Holding AG,,
data architect,ICT Architect C5I,https://www.jobs.ch/en/vacancies/detail/112c8ae8-0ee8-49b0-a42c-0ee57b08c52b/,2 weeks ago,thun,80 – 100%,Unlimited employment,RUAG AG,46.7582827,7.628086
data architect,Cloud Infrastructure Architect (a),https://www.jobs.ch/en/vacancies/detail/9775dd19-626b-4434-838e-5af68a4a272a/,6 days ago,bern-liebefeld,80 – 100%,Unlimited employment,aity AG,46.9370572,7.4164624
data architect,(Senior) Manager – IT Architect – Technology Strategy & Transformation,https://www.jobs.ch/en/vacancies/detail/fb408354-d012-46a5-8f23-f5fe50453891/,6 days ago,zurich,80 – 100%,Unlimited employment,Deloitte AG,47.3744489,8.5410422
data architect,Software Engineer,https://www.jobs.ch/en/vacancies/detail/f09896a6-d070-48db-879c-22b973678bb5/,2 days ago,yverdon-les-bains,100%,Unlimited employment,Leclanché e-Mobility SA,46.7785711,6.6409158
data architect,DataWarehouse - Datenbank-Architekt (m/w) 100%,https://www.jobs.ch/en/vacancies/detail/a6348d04-f535-475a-986b-bc3039b67773/,Last month,romanshorn,100%,Unlimited employment,Avosano,47.5654452,9.3776036
data architect,"Enterprise Architect, 80-100% (ID 1803)",https://www.jobs.ch/en/vacancies/detail/b30fab83-7737-49d9-90bd-88a8995c972a/,2 weeks ago,davos platz,80 – 100%,Unlimited employment,AO Foundation,46.7917679,9.8210273
data architect,Senior Solution Architect/Project Manager SAP EWM,https://www.jobs.ch/en/vacancies/detail/fe356fca-ae51-42cd-9c33-8e9bf99c6021/,Last week,zürich,100%,Unlimited employment,Sika Gesellschaften in der Schweiz,47.3744489,8.5410422
data architect,"ICT Architect, domaine Sécurité, Justice et Sport",https://www.jobs.ch/en/vacancies/detail/ec08febc-cf16-43ce-932b-75d012b8415e/,5 days ago,givisiez,80 – 100%,Unlimited employment,Etat de Fribourg,46.8145053,7.1295693
data architect,Lead DevOps Engineer – cloud application,https://www.jobs.ch/en/vacancies/detail/56afcf0f-238c-48d6-966b-8f5e251ad519/,2 weeks ago,nänikon-greifensee,100%,Unlimited employment,Mettler Toledo,47.3695444,8.6859458
data architect,Guidewire Developer (m/w/d) 80 - 100%,https://www.jobs.ch/en/vacancies/detail/4680acb9-3367-4b76-bfe9-b8971904c572/,3 weeks ago,ch - zürich,80 – 100%,Unlimited employment,Zürich Versicherungs-Gesellschaft AG / Zurich Insurance Company Ltd / Zurich Compagnie d'Assurances SA,47.3866172,8.5158116
data architect,Senior Software Engineer Spring Boot (m/w),https://www.jobs.ch/en/vacancies/detail/78243e4c-9e9c-46a0-abf9-f8dff9b26900/,2 weeks ago,urdorf,80 – 100%,Unlimited employment,Ärztekasse Genossenschaft,47.384708,8.4259004
data architect,New Development System Engineer (f/m/d) 100%,https://www.jobs.ch/en/vacancies/detail/dedbb9f2-d77b-44b5-bee0-a3a1d306b6d6/,Last week,wettingen,100%,Unlimited employment,GUTOR Electronic LLC,47.465839,8.3266114
data architect,Data Architect,https://www.jobs.ch/en/vacancies/detail/c48d2b6d-744f-4fdb-b681-4261c2d045b7/,Last year,zürich,100%,Unlimited employment,ti&m AG,47.3744489,8.5410422
data architect,Group Data Architect – 100%,https://www.jobs.ch/en/vacancies/detail/b2c968db-4aa7-42b9-b165-89077f7b546d/,2 months ago,cham,100%,Unlimited employment,Selecta AG,47.1823761,8.4611036
data architect,Senior Data Architect (m/w/d),https://www.jobs.ch/en/vacancies/detail/4c1a7a44-0b52-457d-8b33-6fb841fb7d53/,7 hours ago,basel,80 – 100%,Unlimited employment,Rocken®,47.5581077,7.5878261
data architect,Leitender Data Architect (m/w/d),https://www.jobs.ch/en/vacancies/detail/33c76ae2-e68d-4345-a9a7-8e956d183f46/,7 hours ago,olten,80 – 100%,Unlimited employment,Rocken®,47.3496571,7.903787
data architect,(Senior) Manager – Data Architect – Artificial Intelligence & Data,https://www.jobs.ch/en/vacancies/detail/fe51433d-fe3e-41f3-b178-5dbd47431f6e/,2 days ago,geneva,80 – 100%,Unlimited employment,Deloitte AG,46.2017559,6.1466014
data architect,Data Platform Architect,https://www.jobs.ch/en/vacancies/detail/3c90d8ba-d658-4abd-b8d5-81c8a49506fd/,Last year,pfaeffikon (summelenweg),100%,Unlimited employment,LGT Capital Partners AG,,
data architect,Data Architect Intern,https://www.jobs.ch/en/vacancies/detail/b765faac-48e3-44b9-bcd3-c2f570a96e74/,3 quarters ago,basel (city),100%,Novartis AG,Not specified,47.5579097,7.5927728
data architect,Data Architect - Data Product Owner 80-100%,https://www.jobs.ch/en/vacancies/detail/7d92986b-daf0-45ba-ad14-51d67a9d804e/,3 weeks ago,colombier,80 – 100%,Unlimited employment,Banque cantonale neuchâteloise,46.9698719,6.8587597
data architect,"Data Engineer (pySpark, Azure Synapse)",https://www.jobs.ch/en/vacancies/detail/f5a468a1-1446-4afe-9f85-90ebbcaf9bbb/,Last month,geneva,100%,Unlimited employment,Capgemini Suisse SA,46.2017559,6.1466014
data architect,"Sicheres, gewinnendes Auftreten und Freude am Umgang mit Kunden",https://www.jobs.ch/en/vacancies/detail/5d4a28a1-6b75-4f01-a293-7f06bed99e89/,3 quarters ago,zürich,100%,Unlimited employment,Polynorm Software AG,47.3744489,8.5410422
data architect,Technical Associate Director Data Architecture,https://www.jobs.ch/en/vacancies/detail/15cbebd0-29b9-4029-879e-5c21504515d5/,Last quarter,basel (city),100%,Novartis AG,Not specified,47.5579097,7.5927728
data architect,Senior Data Engineer (m/w/d),https://www.jobs.ch/en/vacancies/detail/18d19f49-6884-40bc-8065-14a79c9145ef/,11 hours ago,basel,80 – 100%,Unlimited employment,Rocken®,47.5581077,7.5878261
data architect,Salesforce & Data Platform Architect (80%),https://www.jobs.ch/en/vacancies/detail/733afcc8-a402-46ba-9442-fd525360ce5e/,2 months ago,zurich,80%,Unlimited employment,WWF Schweiz,47.3744489,8.5410422
data architect,IT Solution Architect Cloud (m/w/d),https://www.jobs.ch/en/vacancies/detail/8dafbd45-2bc8-4a43-bf0b-34919c845516/,5 hours ago,zürich,80 – 100%,Unlimited employment,Rocken®,47.3744489,8.5410422
data architect,Freelancer - Experienced Data Migration & Cut-Over Architect,https://www.jobs.ch/en/vacancies/detail/1d3fa0b4-6658-4c6a-8d6a-56fd5983f01a/,Last week,zürich,100%,KPMG,Not specified,47.3744489,8.5410422
big data analyst,Spezialist Ereignisanalyse und Erfahrungsauswertung 80% - 100% (alle),https://www.jobs.ch/en/vacancies/detail/04c4d29e-3e85-40ab-a240-a554f5bc6956/,2 days ago,kernkraftwerk gösgen-däniken ag,100%,Unlimited employment,Kernkraftwerk Gösgen-Däniken,47.364447,7.9668683
big data analyst,ML / Data Science Specialist (80-100%),https://www.jobs.ch/en/vacancies/detail/2bd5fe01-6578-4f61-9f65-60c78bdea265/,19 hours ago,bern,80 – 100%,Unlimited employment,DV Bern,46.9484742,7.4521749
big data analyst,Statistische*r Datanalyst*in (60% bis 100%),https://www.jobs.ch/en/vacancies/detail/97aafa5b-0aac-4198-b784-b67b81b529c2/,4 days ago,bern,60 – 100%,Unlimited employment,SwissDRG AG,46.9484742,7.4521749
big data analyst,(Senior) Data Science & Data Analytics Consultant 60-100%,https://www.jobs.ch/en/vacancies/detail/5db6db8f-fa05-4456-ad0a-3c317ad00001/,5 days ago,"zürich, lausanne, bern",60 – 100%,Unlimited employment,Eraneos Switzerland AG,,
big data analyst,Working student in Business Intelligence/ Data analytics (f/m/d),https://www.jobs.ch/en/vacancies/detail/458511d8-5568-4927-bf71-50bfba735a8b/,Last week,gümlingen,40 – 50%,Unlimited employment,Schneider Electric (Schweiz) AG,,
big data analyst,Head of AI & Data Science (a),https://www.jobs.ch/en/vacancies/detail/3e31c273-be96-4b5a-9cc5-197ed73afa67/,Yesterday,neuchâtel (hybrid),100%,Unlimited employment,Consult & Pepper AG,,
big data analyst,Analyste de données pour le controlling des achats,https://www.jobs.ch/en/vacancies/detail/53fa846d-bd0d-4ec2-94ac-c067bd11b372/,3 weeks ago,berne et travail à domicile,80 – 100%,Unlimited employment,Office fédéral constructions et logistique OFCL,,
big data analyst,"Head of Data Engineering (f/m/d) | 80-100% | Hybrid working model | Zurich, Switzerland",https://www.jobs.ch/en/vacancies/detail/ef10c72e-4036-4003-9d53-7d4506ae97c9/,Last week,zürich,80 – 100%,Unlimited employment,SMG Swiss Marketplace Group,47.3744489,8.5410422
big data analyst,Data Analyst (Focus Online-Shops),https://www.jobs.ch/en/vacancies/detail/2a56d90d-aa8a-4e66-9b6a-a56901c79fbf/,Last month,mägenwil,80 – 100%,Unlimited employment,Brack.Alltron AG,47.4122258,8.2301927
big data analyst,Datenanalyst/-in Polizeiliche Lage 100%,https://www.jobs.ch/en/vacancies/detail/acaa5589-8677-4dc3-a8e2-9f0ad2f7a758/,3 weeks ago,bern,100%,Unlimited employment,Kantonspolizei Bern,46.9484742,7.4521749
big data analyst,(Senior) Data Analyst Marketing (m/f/d),https://www.jobs.ch/en/vacancies/detail/aeb1d50a-523d-4413-bc88-b271df9117c9/,Last week,zürich,80 – 100%,Unlimited employment,Digitec Galaxus AG,47.3744489,8.5410422
big data analyst,Datenanalyst/-in Beschaffungscontrolling,https://www.jobs.ch/en/vacancies/detail/68a2d998-d203-4a4d-ac0c-d433c7ae20c3/,3 weeks ago,berna,80 – 100%,Unlimited employment,Bundesamt für Bauten und Logistik BBL,46.9484742,7.4521749
big data analyst,Principal Machine Learning Engineer,https://www.jobs.ch/en/vacancies/detail/d59c316b-8aa2-46af-80da-e69c5b0429e4/,Last week,bern,100%,Unlimited employment,machineMD AG,46.9484742,7.4521749
big data analyst,Data Scientist,https://www.jobs.ch/en/vacancies/detail/9de7145c-d836-4e00-9b5d-d5f68d83d2ab/,2 weeks ago,lausanne,80 – 100%,Unlimited employment,SamanTree Medical (Switzerland) SA,46.5218269,6.6327025
big data analyst,Responsable des données de comptage à 100%,https://www.jobs.ch/en/vacancies/detail/bdcfd2f0-b01d-4f03-afa5-fff7557f9330/,3 days ago,nyon,100%,Unlimited employment,Ville de Nyon,46.3820585,6.2402791
big data analyst,Digital Biomarker - Data Scientist (m/f/d) (LSW) - BS,https://www.jobs.ch/en/vacancies/detail/990475c3-0da6-45ea-a51d-43a02eb70c77/,5 hours ago,basel,80 – 100%,Temporary,Manpower SA,47.5581077,7.5878261
big data analyst,Business Data Specialist,https://www.jobs.ch/en/vacancies/detail/5da3cfe7-b0ee-4725-9f8c-2f89707eb6c2/,Yesterday,chavornay,100%,Unlimited employment,SICPA,46.706261,6.5693871
big data analyst,Group Data Architect - 100% Be the architect of data that drives innovation across Europe's leading,https://www.jobs.ch/en/vacancies/detail/dc8b0893-15b2-4e21-b586-461031371cb5/,2 weeks ago,"cham, switzerland",100%,Unlimited employment,Selecta AG,,
big data analyst,Data Scientist Asset Finance & Information (alle),https://www.jobs.ch/en/vacancies/detail/00aed0e6-ee7e-49d1-8045-08d88f37c81d/,2 days ago,ostermundigen,80 – 100%,Unlimited employment,BKW Energie AG,46.9582779,7.4911242
big data analyst,Data Rule Manager (w/m/d),https://www.jobs.ch/en/vacancies/detail/a0d14834-e4c8-4542-950f-806d3ebd967a/,Yesterday,zürich,80 – 100%,Temporary,M-Industrie,47.3744489,8.5410422
big data analyst,Pricing & Data Analyst (m/w/d) - Pensum 50%,https://www.jobs.ch/en/vacancies/detail/46607273-f16b-4abc-859b-30aee20a4a39/,2 weeks ago,reinach bl,50%,Unlimited employment,Montagetechnik BERNER AG,47.4935369,7.5910891
big data analyst,Senior Data Analyst (m/w/d) 80-100%,https://www.jobs.ch/en/vacancies/detail/ece83ac1-bf77-4243-a7da-4d7b9b07b81b/,2 weeks ago,volketswil,80 – 100%,Unlimited employment,blue Entertainment AG,47.3898617,8.690503
big data analyst,Projektleiter:in Aufbau Geschäftsstelle FaBe PSM,https://www.jobs.ch/en/vacancies/detail/19eb2a5c-f355-4dd7-b0b0-518591277d6a/,Last month,bern,80 – 100%,Unlimited employment,Lutz & Partner AG Human Resources,46.9484742,7.4521749
big data analyst,Mitarbeiter/-in Kundensupport Heimtiere (Customer Contact Center) in D/F (w/m/d) 80–100%,https://www.jobs.ch/en/vacancies/detail/b72d714d-ec9e-4d6f-93a2-a3ff27ac3e70/,Last week,bern,80 – 100%,Unlimited employment,Identitas AG,46.9484742,7.4521749
big data analyst,Data Analyst Officer,https://www.jobs.ch/en/vacancies/detail/3310c62e-e3bc-4ab4-acd0-350d47a25766/,2 weeks ago,geneva,100%,Unlimited employment,International Labour Organization (ILO),46.2017559,6.1466014
big data analyst,Data Scientist/Analyst Group Internal Audit 100% (f/m/d),https://www.jobs.ch/en/vacancies/detail/36f3f14d-0951-4f86-8baf-bf3173906b57/,2 days ago,zürich,100%,Bank Julius Bär & Co. AG,Not specified,47.3744489,8.5410422
big data analyst,Data Analyst,https://www.jobs.ch/en/vacancies/detail/18888e01-1c25-4db5-918d-2c3b77e3f567/,Last quarter,"warsaw, masovian voivodeship, poland",100%,Unlimited employment,Scandit AG,,
big data analyst,Data Scientist (m/w/d),https://www.jobs.ch/en/vacancies/detail/98e38798-f818-411c-850a-85e2fca3caf6/,Yesterday,basel,80 – 100%,Unlimited employment,Rocken®,47.5581077,7.5878261
big data analyst,Financial Instrument Data Specialist 100% f/m/d,https://www.jobs.ch/en/vacancies/detail/00dbd679-97ca-4b00-bc53-16327db2c192/,3 weeks ago,zürich,100%,Bank Julius Bär & Co. AG,Not specified,47.3744489,8.5410422
big data analyst,"stagiaire en droit (h/f) - 100%, entrée en fonction le le 1er février 2026 ou le 1er mai 2026 (Indiquer la date de début de stage préférée lors de la candidature)",https://www.jobs.ch/en/vacancies/detail/e326fcd1-8159-47e5-9d66-01b0f5933339/,3 months ago,bern,100%,Unlimited employment,Eidgenössisches Institut für Geistiges Eigentum,46.9484742,7.4521749
big data analyst,Data Analyst,https://www.jobs.ch/en/vacancies/detail/3491e2d9-d3fc-49cf-be0d-18c264e6f40f/,Last quarter,tampere,100%,Unlimited employment,Scandit AG,,
big data analyst,Senior Data Scientist,https://www.jobs.ch/en/vacancies/detail/b5f4ec3c-e1a1-47d3-9b75-c32a2f3cbe7e/,2 months ago,zürich,100%,On AG,Not specified,47.3744489,8.5410422
big data analyst,"Data Analytics Consultant (Zurich, Switzerland)",https://www.jobs.ch/en/vacancies/detail/8af26909-d4b8-4a09-8223-edbbebb00150/,Last year,zürich,100%,Unlimited employment,D ONE Value Creation AG,47.3744489,8.5410422
big data analyst,Business Data Specialist,https://www.jobs.ch/en/vacancies/detail/3fdd45f0-29cf-465f-aa23-86eabf1ffb8d/,2 months ago,chavornay,100%,Unlimited employment,SICPA HOLDING SA,46.706261,6.5693871
big data analyst,Open Application: Zurich,https://www.jobs.ch/en/vacancies/detail/dc4cdc16-3b69-4b10-9a8a-bb831d8c2650/,Last year,zurich,100%,Unlimited employment,KCAP GmbH,47.3744489,8.5410422
big data analyst,(Senior) Data Science & Data Analytics Consultant 60-100%,https://www.jobs.ch/en/vacancies/detail/146052e2-d801-40f3-af1b-d4530b29b271/,Last year,zurich,60 – 100%,Unlimited employment,Eraneos Switzerland AG,47.3744489,8.5410422
big data analyst,Clinical Data Analyst/Statistician at Santhera Pharmaceuticals,https://www.jobs.ch/en/vacancies/detail/8506282c-5849-4c1c-beab-169cea03e455/,2 quarters ago,pratteln,100%,Unlimited employment,Santhera Pharmaceuticals (Schweiz) AG,47.5192013,7.6944741
big data analyst,Data Analyst / Data Engineer Messtechnik,https://www.jobs.ch/en/vacancies/detail/b325b223-ff7b-4d35-8fe8-c90278485e55/,3 weeks ago,dietikon,80 – 100%,Unlimited employment,enersuisse ag,47.4050746,8.4030765
big data analyst,Senior Data Analyst (m/w/d) 80-100%,https://www.jobs.ch/en/vacancies/detail/554811b5-0ccb-4a03-80c8-af0182884392/,2 weeks ago,volketswil,80 – 100%,Unlimited employment,Blue Entertainment AG,47.3898617,8.690503
big data analyst,Data & Analytics Manager / Expert,https://www.jobs.ch/en/vacancies/detail/922562dc-cc55-46c5-91bc-fecb017c2e11/,3 months ago,lis,100%,Unlimited employment,"Unilabs, Laboratoire d'analyses médicales SA",46.9353323,7.4505595
data python,Research Associate Spine (a) 100%,https://www.jobs.ch/en/vacancies/detail/a6a386a9-7bb0-4179-821e-ed39052142ff/,Last week,"lengghalde 2, zürich",100%,Unlimited employment,Schulthess Klinik,,
data python,"Cloud Operations Engineer (all genders), 80-100%",https://www.jobs.ch/en/vacancies/detail/332843db-82c8-4a8c-b950-4c391a3457b8/,Last week,"baar, baden, bern, zürich",80 – 100%,Unlimited employment,BSI Business Systems Integration AG,,
data python,"Data Engineer, 80-100%",https://www.jobs.ch/en/vacancies/detail/439d4881-1520-486e-b1f7-339b1fc47959/,Yesterday,zürich,80 – 100%,Unlimited employment,VZ VermögensZentrum,47.3744489,8.5410422
data python,Data Rule Manager (w/m/d),https://www.jobs.ch/en/vacancies/detail/a0d14834-e4c8-4542-950f-806d3ebd967a/,Yesterday,zürich,80 – 100%,Temporary,M-Industrie,47.3744489,8.5410422
data python,Data Engineer (m/f/d) - 100%,https://www.jobs.ch/en/vacancies/detail/c54a3bfd-110d-49a5-b143-4bcacf471a93/,Yesterday,baar zg,5%,Unlimited employment,ITech Consult AG,47.1951976,8.5253985
data python,Senior Data Engineer,https://www.jobs.ch/en/vacancies/detail/6fc9b0f2-8346-44d5-b3ae-ec06a3b54f19/,3 days ago,lucerne,80 – 100%,Unlimited employment,CHF 130 000 - 145 000 /year,47.0505452,8.3054682
data python,Head of AI & Data Science (a),https://www.jobs.ch/en/vacancies/detail/3e31c273-be96-4b5a-9cc5-197ed73afa67/,Yesterday,neuchâtel (hybrid),100%,Unlimited employment,Consult & Pepper AG,,
data python,Data Engineer,https://www.jobs.ch/en/vacancies/detail/417b806b-f70f-4002-8cc4-a732404025ce/,3 days ago,lausanne,100%,Unlimited employment,CHF 83 000 - 102 000 /year,46.5218269,6.6327025
data python,Teamlead Data Science & Analytics (w/m/d),https://www.jobs.ch/en/vacancies/detail/9a7ae1d5-03f2-4b1e-b0fd-e57218f531bc/,2 days ago,zürich,80 – 100%,Unlimited employment,Digitec Galaxus AG,47.3744489,8.5410422
data python,(Senior) Data Platform- & Data Engineering-Consultant 60-100%,https://www.jobs.ch/en/vacancies/detail/f6ef2764-327d-4809-b818-0632ddc9ad6a/,5 days ago,zürich oder bern,60 – 100%,Unlimited employment,Eraneos Switzerland AG,,
data python,Data Scientist Asset Finance & Information (alle),https://www.jobs.ch/en/vacancies/detail/00aed0e6-ee7e-49d1-8045-08d88f37c81d/,2 days ago,ostermundigen,80 – 100%,Unlimited employment,BKW Energie AG,46.9582779,7.4911242
data python,(Senior) Data Science & Data Analytics Consultant 60-100%,https://www.jobs.ch/en/vacancies/detail/5db6db8f-fa05-4456-ad0a-3c317ad00001/,5 days ago,"zürich, lausanne, bern",60 – 100%,Unlimited employment,Eraneos Switzerland AG,,
data python,Head of Business Analytics (a),https://www.jobs.ch/en/vacancies/detail/461fb2ea-83df-4ba9-a4cb-a599ccc56bd1/,5 hours ago,zürich,100%,Unlimited employment,CH Media,47.3744489,8.5410422
data python,Data Scientist,https://www.jobs.ch/en/vacancies/detail/9de7145c-d836-4e00-9b5d-d5f68d83d2ab/,2 weeks ago,lausanne,80 – 100%,Unlimited employment,SamanTree Medical (Switzerland) SA,46.5218269,6.6327025
data python,Software Developer (80%) - Hybrid (CH only),https://www.jobs.ch/en/vacancies/detail/67d1c404-f715-4c2a-a379-57f1d58baa9c/,12 hours ago,8001 / zürich,100%,Temporary,Albedis,47.3726868,8.5416947
data python,AI Consultant – HCM Transformation (Workday Integration) (m/f/d),https://www.jobs.ch/en/vacancies/detail/aea26be5-36a3-417b-adec-87bb6b2f0885/,5 hours ago,basel,100%,"Unlimited employment, Temporary",Aequor Consulting GmbH,47.5581077,7.5878261
data python,Data Analyst (Focus Online-Shops),https://www.jobs.ch/en/vacancies/detail/2a56d90d-aa8a-4e66-9b6a-a56901c79fbf/,Last month,mägenwil,80 – 100%,Unlimited employment,Brack.Alltron AG,47.4122258,8.2301927
data python,RESPONSABLE DE DONNÉES ÉNERGIE (H/F) à 100%,https://www.jobs.ch/en/vacancies/detail/c08a4f51-bad2-4cb5-b0db-3e635f20055c/,11 hours ago,crissier,100%,Unlimited employment,SIE SA,46.5538658,6.5772501
data python,Biostatistiker/in / Epidemiologe/in (m/w/d) 60-80%,https://www.jobs.ch/en/vacancies/detail/da77729b-cb47-45ef-9944-0677dd2ad8ba/,Yesterday,zürich,60 – 80%,Unlimited employment,Foundation National Institute for Cancer Epidemiology and Registration (NICER),47.3744489,8.5410422
data python,E-COMMERCE PERFORMANCE ANALYTICS SPECIALIST 100%,https://www.jobs.ch/en/vacancies/detail/907969f3-1384-4825-b727-c917b9c2932e/,Yesterday,2501 biel/bienne,100%,Unlimited employment,Swatch AG,47.1395798,7.2467143
data python,(Senior) Data Analyst Marketing (m/f/d),https://www.jobs.ch/en/vacancies/detail/aeb1d50a-523d-4413-bc88-b271df9117c9/,Last week,zürich,80 – 100%,Unlimited employment,Digitec Galaxus AG,47.3744489,8.5410422
data python,Werkstudent:in KI-gestütztes Wissensmanagement (20-40%),https://www.jobs.ch/en/vacancies/detail/5360f09a-cd0c-4b93-bc51-1143b8bf402f/,Yesterday,basel,20 – 40%,"Unlimited employment, Internship, Supplementary income",Schnetzer Puskas Ingenieure AG Basel,47.5581077,7.5878261
data python,CHEF(FE) DE PROJET ENERGIE ET EXPLOITATION (80-100%),https://www.jobs.ch/en/vacancies/detail/131e9a8b-deb9-4da3-b7b3-ae7a22e2a541/,Yesterday,plan-les-ouates,80 – 100%,Unlimited employment,Energy Management SA,46.1683113,6.117887
data python,Microsoft 365 Engineer/in (m/w) (80% - 100%),https://www.jobs.ch/en/vacancies/detail/7d7fa898-2076-4150-a84d-0864eadb2c65/,Yesterday,jona,80 – 100%,Unlimited employment,Stadt Rapperswil-Jona,47.2299661,8.837658
data python,Agile Developer in Test,https://www.jobs.ch/en/vacancies/detail/cd849f9e-6ee5-48bc-9062-7ec7abbb7cbe/,Yesterday,zürich,80 – 100%,Unlimited employment,ti&m AG,47.3744489,8.5410422
data python,Business Analyst,https://www.jobs.ch/en/vacancies/detail/07affdc9-76e1-41c9-bb7f-a416f1eef9ac/,Yesterday,bern,80 – 100%,Unlimited employment,RUAG AG,46.9484742,7.4521749
data python,TECHNICAL & QUALITY LEATHER SENIOR EXPERT,https://www.jobs.ch/en/vacancies/detail/5b0156a8-c599-4cd0-924e-d143cc55e021/,2 days ago,neuchâtel,100%,Unlimited employment,AQC,46.9895828,6.9292641
data python,Software Engineer,https://www.jobs.ch/en/vacancies/detail/f09896a6-d070-48db-879c-22b973678bb5/,2 days ago,yverdon-les-bains,100%,Unlimited employment,Leclanché e-Mobility SA,46.7785711,6.6409158
data python,Scientific Researcher Position (80%),https://www.jobs.ch/en/vacancies/detail/ef2e99e6-4e26-49a3-a6cc-f148fb003856/,2 days ago,sion,80%,Temporary,Haute Ecole d'Ingénierie,46.2311749,7.3588795
data python,Internal Auditor Senior Manager,https://www.jobs.ch/en/vacancies/detail/0c6a27a6-f859-4abf-9944-fb98024a98c0/,2 days ago,plan-les-ouates,100%,Unlimited employment,Groupe L'OCCITANE,46.1683113,6.117887
data python,Analytical Cloud Software Engineer (all genders),https://www.jobs.ch/en/vacancies/detail/a487f9b3-279d-489f-bffa-0f743b10ebc0/,3 days ago,winterthur,80 – 100%,Unlimited employment,AXA,47.4991723,8.7291498
data python,System Engineer C5I,https://www.jobs.ch/en/vacancies/detail/e74a04fc-5ec6-4a4f-b45b-1b7ddd829262/,3 days ago,thun,100%,Unlimited employment,C5I,46.7582827,7.628086
data python,Software Development Engineer in Test (SDET),https://www.jobs.ch/en/vacancies/detail/ca164b35-2778-493e-b1f0-27be6ea1bb7f/,3 days ago,biel,80 – 100%,Unlimited employment,AKROS AG,47.1402077,7.2439029
data python,1 Responsable Etudes et développements ferroviaires (80-100%),https://www.jobs.ch/en/vacancies/detail/4fb55b09-e8cb-4fd9-a37b-4bfec156d07c/,3 days ago,tavannes,80 – 100%,Unlimited employment,Chemins de fer du Jura,47.220131,7.1986691
data python,Ingénieur réseau / DevOps (f/m/d),https://www.jobs.ch/en/vacancies/detail/cdc1dc6f-0afc-40d6-a4c9-a4ecdb292448/,3 days ago,petit-lancy,100%,Unlimited employment,Bechtle Suisse SA,46.1909747,6.1200687
data python,Software Engineer,https://www.jobs.ch/en/vacancies/detail/f3935d13-1fc2-40af-8a86-ea995c167ec5/,4 weeks ago,altdorf ur,80 – 100%,Unlimited employment,Kamuno AG,46.8820732,8.6413922
data python,"Business Intelligence Manager 100%, (a)",https://www.jobs.ch/en/vacancies/detail/85110e6b-57b3-431e-9c80-073c71208d75/,Last month,zug,100%,Unlimited employment,CSN Mining International GmbH,47.1486137,8.5539378
data python,Principal Machine Learning Engineer,https://www.jobs.ch/en/vacancies/detail/d59c316b-8aa2-46af-80da-e69c5b0429e4/,Last week,bern,100%,Unlimited employment,machineMD AG,46.9484742,7.4521749
data python,R&D Intern in the field of chemical gas sensors,https://www.jobs.ch/en/vacancies/detail/1c0e4445-af21-4da5-a51a-04d262dc706c/,2 weeks ago,stäfa,100%,Internship,Sensirion AG,47.2413349,8.7348747
data python,E-COMMERCE PERFORMANCE ANALYTICS SPECIALIST 100%,https://www.jobs.ch/en/vacancies/detail/3159a112-b9d3-4452-9cd7-3214c784e0b8/,3 weeks ago,"2501 biel/bienne, ch-be",100%,Unlimited employment,Swatch AG,,
data python,Research Associate Spine (a) 100%,https://www.jobs.ch/en/vacancies/detail/a6a386a9-7bb0-4179-821e-ed39052142ff/,Last week,"lengghalde 2, zürich",100%,Unlimited employment,Schulthess Klinik,,
data python,"Praktikantin / Praktikant Kriminalanalyse (80 - 100 %), befristet für 6 bis 12 Monate",https://www.jobs.ch/en/vacancies/detail/979a992c-dc94-4445-ab9a-31484d310f01/,Last week,zug,80 – 100%,Internship,Zuger Polizei,47.1486137,8.5539378
