profession,title,link,date,location,workload,emp_type,company,latitude,longitude
python developer,Software Developer Backend (m/w/d),https://www.jobs.ch/en/vacancies/detail/3fd8c1e0-47e7-4ffd-a8a8-cba710c4161d/,Last year,grabs,100%,Unlimited employment,Körber Pharma Packaging AG,47.1816557,9.4446312
python developer,Front Arena Core Risk Developer,https://www.jobs.ch/en/vacancies/detail/12101b4c-268a-4dda-ba27-c37aeae1412b/,2 weeks ago,zürich,100%,Bank Julius Bär & Co. AG,Not specified,47.3744489,8.5410422
python developer,Firmware Embedded Developer - Delvitech,https://www.jobs.ch/en/vacancies/detail/4a3aeebc-77aa-48b2-887f-6a3f33a9a548/,Last quarter,mendrisio,100%,Unlimited employment,Delvitech SA,45.8709661,8.9875293
python developer,Data DevOps Engineer,https://www.jobs.ch/en/vacancies/detail/2babb907-5be5-4542-b1b7-405e9072b34f/,Yesterday,geneva,100%,Banque Pictet & Cie SA,Not specified,46.2017559,6.1466014
python developer,Indico Core Developer (Full-Stack) (IT-CA-CTE-2025-124-GRAP),https://www.jobs.ch/en/vacancies/detail/94f33dcf-4fdd-4c8b-95f1-65f33f667a5f/,2 weeks ago,geneva,CERN European Organization for Nuclear Research,Not specified,Not specified,46.2017559,6.1466014
python developer,Front Arena Core Risk Senior Developer,https://www.jobs.ch/en/vacancies/detail/d133deb2-a3e0-44a3-b114-dc298026e31f/,2 weeks ago,zürich,100%,Bank Julius Bär & Co. AG,Not specified,47.3744489,8.5410422
python developer,Teamcenter Migration Developer / DevOps Engineer,https://www.jobs.ch/en/vacancies/detail/8e22560c-22c3-4255-85b6-941833f7f0ba/,Last week,"basel, geneva, zurich",100%,Unlimited employment,Capgemini Suisse SA,,
python developer,Formateur / développeur Python,https://www.jobs.ch/en/vacancies/detail/91c1a272-aabc-4a3e-99cf-3485e6824882/,Last year,vaumarcus,100%,Unlimited employment,Excelsia S.A.,46.8772258,6.7525002
python developer,Continuously evaluate and implement new technologies and best practices to improve the user experience and platform performance while ensuring a great developer experience.,https://www.jobs.ch/en/vacancies/detail/ce25e172-d888-45f6-b063-a42b4ef232eb/,Last quarter,zürich,100%,Unlimited employment,OnlineDoctor AG,47.3744489,8.5410422
python developer,SAP BW Developer for Finance Applications 80% - 100% (f/m/d) - (Contract through our external payroll partner with immediate start until 31.12.2025 with possible extension),https://www.jobs.ch/en/vacancies/detail/1ebe5636-5879-42e9-a026-804ae13f44b1/,2 months ago,zürich,80 – 100%,Bank Julius Bär & Co. AG,Not specified,47.3744489,8.5410422
python developer,"Schmid & Partner Engineering AG (SPEAG), the leading developer and manufacturer of advanced, efficient, and reliable test equipment for the evaluation of near- and far-field electromagnetic (EM) radiation, EM materials, and their applications, is currently seeking applicants for the post as",https://www.jobs.ch/en/vacancies/detail/87671f7e-41aa-4706-ac1b-a063c4c1af59/,Last year,zürich,100%,Unlimited employment,Schmid & Partner Engineering AG,47.3744489,8.5410422
python developer,Senior Software Development Engineer,https://www.jobs.ch/en/vacancies/detail/a2ff7026-a1fd-4dae-9153-e88868442fc5/,2 months ago,staefa,100%,Unlimited employment,Sonova AG,47.2413349,8.7348747
python developer,R&D Intern Process Development in Sensor Testing,https://www.jobs.ch/en/vacancies/detail/cf3360b7-be58-47e9-965b-10742f06c5a4/,2 months ago,stäfa,100%,Sensirion AG,Not specified,47.2413349,8.7348747
python developer,Salesforce & Data Platform Architect (80%),https://www.jobs.ch/en/vacancies/detail/733afcc8-a402-46ba-9442-fd525360ce5e/,2 months ago,zurich,80%,Unlimited employment,WWF Schweiz,47.3744489,8.5410422
python developer,Prototyping Technician III,https://www.jobs.ch/en/vacancies/detail/0facc3a0-0e97-4f05-996f-20cce58c68fa/,3 weeks ago,zurich,100%,Unlimited employment,Qualitest Group Switzerland AG,47.3744489,8.5410422
data engineer,Data & AI Lakehouse Engineer 80-100% m/w/d,https://www.jobs.ch/en/vacancies/detail/b71783f1-b245-4af4-a3ca-774dfc83138e/,Last week,ibach-schwyz,80 – 100%,Unlimited employment,Victorinox AG,47.012328,8.6436145
data engineer,Professional / Senior ICT System Engineer (m/w/d),https://www.jobs.ch/en/vacancies/detail/cd11ad13-4b1c-4dca-8df4-be732fc09fed/,3 days ago,liestal,80 – 100%,Unlimited employment,EBL (Genossenschaft Elektra Baselland),47.4839723,7.7347783
data engineer,"Senior Data Engineer, 80-100% (w/m/d)",https://www.jobs.ch/en/vacancies/detail/62c0a60d-6ede-4e32-ba7d-591eb1abb725/,2 weeks ago,zürich,80 – 100%,Unlimited employment,Swiss Life AG,47.3744489,8.5410422
data engineer,Mechanical Engineer (w/m/d),https://www.jobs.ch/en/vacancies/detail/ce529ffc-e7e4-4eda-9e7d-d310c7659901/,2 months ago,luzern,100%,Unlimited employment,Schurter AG,47.0505452,8.3054682
data engineer,Operational Technology Engineer (m/w/d) 100%,https://www.jobs.ch/en/vacancies/detail/c9f6a01a-dfbf-49eb-bd04-ef2c33d2b309/,Yesterday,breitenbach,100%,Unlimited employment,beeworx GmbH,47.4078458,7.5443007
data engineer,DevOps Engineer C5I,https://www.jobs.ch/en/vacancies/detail/71b27ae9-e566-487d-8f5a-cf1269128d8b/,2 weeks ago,thun,100%,Unlimited employment,RUAG MRO Holding AG,46.7582827,7.628086
data engineer,Design Engineer,https://www.jobs.ch/en/vacancies/detail/7e26238d-d560-4302-9fc4-45f028680c53/,Last month,oberdiessbach,80 – 100%,Unlimited employment,Hoffmann Neopac AG,46.8399962,7.6192848
data engineer,Plant Engineering & Maintenance Lead (m/f/d),https://www.jobs.ch/en/vacancies/detail/4ab0680a-5881-40a8-a84d-f70114ad4bee/,7 hours ago,muttenz,100%,Unlimited employment,Corden Pharma - A Full-Service CDMO,47.525113,7.6477401
data engineer,DevOps Engineer C5I,https://www.jobs.ch/en/vacancies/detail/093c7bc0-7a46-434e-ace0-991f5d7c3210/,Last week,"thun, bern",80 – 100%,Unlimited employment,RUAG MRO Holding AG,,
data engineer,"Ingenieur/in oder Techniker/in für die Bereiche Heizung, Lüftung / Klima und Sanitär",https://www.jobs.ch/en/vacancies/detail/8a473d15-f3f0-4218-85d9-bcedc4d2cd6e/,Last month,winterthur,80 – 100%,Unlimited employment,Beag Engineering AG,47.4991723,8.7291498
data engineer,Sales Engineer for Upgrades (gn),https://www.jobs.ch/en/vacancies/detail/140723ce-01b5-4c51-ba98-3b6680f0eb35/,Last week,wohlen,100%,Unlimited employment,Oerlikon,47.3504945,8.2786906
data engineer,"Ingenieur FH, Mechanical / Plant Engineer",https://www.jobs.ch/en/vacancies/detail/21052aa0-0338-4aad-9416-666b6573f168/,3 weeks ago,ittigen,80 – 100%,Unlimited employment,Ing. A. Maurer S.A.,46.9790726,7.4815213
data engineer,Projektingenieur:in Infrastruktursicherheit und Umweltrisiken,https://www.jobs.ch/en/vacancies/detail/24b4e363-29dd-4f21-8dec-128929497f11/,2 weeks ago,bern,60 – 100%,Unlimited employment,Emch+Berger AG Bern,46.9484742,7.4521749
data engineer,"Ingenieurgeologen/in, Materialwissenschaftler/in, Chemieingenieur/in 80 - 100%",https://www.jobs.ch/en/vacancies/detail/8e3b988e-3743-4bf4-965c-15dc5da5e223/,3 weeks ago,wildegg,80 – 100%,Unlimited employment,TFB AG,47.4153808,8.1636356
data engineer,Ingenieur Technik Aussendienst D-CH (m/w/d) (100%),https://www.jobs.ch/en/vacancies/detail/3c90d266-af90-485d-872a-030c17c17877/,3 weeks ago,dielsdorf,100%,Unlimited employment,ANCOTECH AG,47.4810371,8.4543245
data engineer,Head of Engineering - Business Platforms & Operations,https://www.jobs.ch/en/vacancies/detail/944d004a-7b37-4ca3-b88c-9e93eac5114c/,2 weeks ago,zürich und/oder mägenwil,80 – 100%,Unlimited employment,Brack.Alltron AG,,
data engineer,Ingenieur/-in Wasserversorgung,https://www.jobs.ch/en/vacancies/detail/7a62e15d-d689-4896-9379-a263efa33c9f/,4 weeks ago,sursee,60 – 100%,Unlimited employment,Hauptsitz,47.1725301,8.1067781
data engineer,Engineering Projektleiter/in | Gebäudetechnik HLKS & Infrastruktur (80-100%),https://www.jobs.ch/en/vacancies/detail/0c3cd72f-ab3d-4f66-a528-32da5c87ae3f/,3 weeks ago,thurgau,100%,Unlimited employment,dasteam ag,47.5859649,9.1428769
data engineer,Ingenieur Fassade/Elementwerk D-CH (m/w/d) (100%),https://www.jobs.ch/en/vacancies/detail/1a0643b5-091d-41b5-abe2-7b5bec912018/,3 weeks ago,dielsdorf,100%,Unlimited employment,ANCOTECH AG,47.4810371,8.4543245
data engineer,Senior CSV-Engineer 80-100% (w/m/d),https://www.jobs.ch/en/vacancies/detail/2fbabd49-80db-40a6-8569-705d61e0ea54/,2 weeks ago,visp,80 – 100%,Unlimited employment,Lonza,46.2913113,7.8811918
data engineer,GIS-Projektleiter*in Werk- und Arealkataster,https://www.jobs.ch/en/vacancies/detail/109e6a3d-cefb-4dc9-87bb-d62494f66bb9/,5 days ago,basel,80 – 100%,Unlimited employment,CHF 95 000 - 130 000 /year,47.5581077,7.5878261
data engineer,Anwendungstechniker:in Application Engineer (80-100%),https://www.jobs.ch/en/vacancies/detail/f0511ce9-886e-4be7-b706-31a095b0d7a1/,Last week,roggwil be,80 – 100%,Unlimited employment,J. SCHNEEBERGER Maschinen AG,47.241147,7.8230774
data engineer,System Engineer (100 %),https://www.jobs.ch/en/vacancies/detail/05a71696-f02b-4112-8d8c-fca64d30ac22/,3 days ago,basel,100%,Unlimited employment,Bank CIC (Schweiz) AG,47.5581077,7.5878261
data engineer,Senior Systems Engineer 80–100 % (m/w/d),https://www.jobs.ch/en/vacancies/detail/462c9c27-8528-40c8-9996-899b7e8c8d51/,2 months ago,schaffhausen,80 – 100%,Unlimited employment,igeeks AG,47.6960491,8.634513
data engineer,"Cloud Operations Engineer (all genders), 80-100%",https://www.jobs.ch/en/vacancies/detail/332843db-82c8-4a8c-b950-4c391a3457b8/,Last week,"baar, baden, bern, zürich",80 – 100%,Unlimited employment,BSI Business Systems Integration AG,,
data engineer,Ingénieur BI senior (f/m/d),https://www.jobs.ch/en/vacancies/detail/db604b1a-574b-45a6-986f-01bee5029d03/,Yesterday,genève,100%,Unlimited employment,Bechtle Suisse SA,46.2017559,6.1466014
data engineer,Ingénieur-e forestier-ère à 70%,https://www.jobs.ch/en/vacancies/detail/3ea2cb37-f502-45a1-8537-c7c6d57cf7fc/,3 days ago,couvet,70%,Unlimited employment,Not specified,46.9261639,6.6343244
data engineer,Ingénieur Modern Workplace (f/m/d),https://www.jobs.ch/en/vacancies/detail/db779f37-d55f-4bb3-a9f3-f574c69a004f/,2 days ago,fribourg,100%,Unlimited employment,Bechtle Suisse SA,46.6789116,7.1027113
data engineer,Ingénieur R&D,https://www.jobs.ch/en/vacancies/detail/f3d502db-5b97-4ede-ae56-a5c0f343ef05/,3 days ago,la chaux-de-fonds,100%,Unlimited employment,Not specified,47.1031321,6.8325778
data engineer,Ingénieur(e) de données,https://www.jobs.ch/en/vacancies/detail/820692ae-80ec-4fc4-b263-d32e94357052/,5 days ago,prilly,80 – 100%,Unlimited employment,FHV Informatique,46.534566,6.6055827
data engineer,Ingénieur-e de test (Senior) 80-100% (H/F),https://www.jobs.ch/en/vacancies/detail/5b8c8b4e-cb53-4cc3-9e3d-72d181cc2679/,5 days ago,boudry,80 – 100%,Unlimited employment,Aptasic SA,46.9487464,6.8358712
data engineer,Data Engineer,https://www.jobs.ch/en/vacancies/detail/417b806b-f70f-4002-8cc4-a732404025ce/,3 days ago,lausanne,100%,Unlimited employment,CHF 83 000 - 102 000 /year,46.5218269,6.6327025
data engineer,Senior Data Engineer,https://www.jobs.ch/en/vacancies/detail/6fc9b0f2-8346-44d5-b3ae-ec06a3b54f19/,3 days ago,lucerne,80 – 100%,Unlimited employment,CHF 130 000 - 145 000 /year,47.0505452,8.3054682
data engineer,"Data Engineer, 80-100%",https://www.jobs.ch/en/vacancies/detail/439d4881-1520-486e-b1f7-339b1fc47959/,Yesterday,zürich,80 – 100%,Unlimited employment,VZ VermögensZentrum,47.3744489,8.5410422
data engineer,Data Engineer (m/f/d) - 100%,https://www.jobs.ch/en/vacancies/detail/c54a3bfd-110d-49a5-b143-4bcacf471a93/,Yesterday,baar zg,5%,Unlimited employment,ITech Consult AG,47.1951976,8.5253985
data engineer,Freelancer – (Junior/Senior) Data Engineer / SQL,https://www.jobs.ch/en/vacancies/detail/818e5ccf-1390-450b-b289-883525419eb6/,3 weeks ago,zürich,60 – 100%,Freelance,KPMG,47.3744489,8.5410422
data engineer,"Head of Data Engineering (f/m/d) | 80-100% | Hybrid working model | Zurich, Switzerland",https://www.jobs.ch/en/vacancies/detail/ef10c72e-4036-4003-9d53-7d4506ae97c9/,Last week,zürich,80 – 100%,Unlimited employment,SMG Swiss Marketplace Group,47.3744489,8.5410422
data engineer,Head of Business Analytics (a),https://www.jobs.ch/en/vacancies/detail/461fb2ea-83df-4ba9-a4cb-a599ccc56bd1/,5 hours ago,zürich,100%,Unlimited employment,CH Media,47.3744489,8.5410422
data engineer,Group Data Architect - 100% Be the architect of data that drives innovation across Europe's leading,https://www.jobs.ch/en/vacancies/detail/dc8b0893-15b2-4e21-b586-461031371cb5/,2 weeks ago,"cham, switzerland",100%,Unlimited employment,Selecta AG,,
data engineer,Teamlead Data Science & Analytics (w/m/d),https://www.jobs.ch/en/vacancies/detail/9a7ae1d5-03f2-4b1e-b0fd-e57218f531bc/,2 days ago,zürich,80 – 100%,Unlimited employment,Digitec Galaxus AG,47.3744489,8.5410422
data engineer,Integration Engineer 100% (m/w/d),https://www.jobs.ch/en/vacancies/detail/d75bfaa2-b9ad-4cf6-8cbd-67bdc3a074c8/,Yesterday,rothenburg,100%,Unlimited employment,Sabag AG,47.0940041,8.2724174
data engineer,Senior Network Engineer,https://www.jobs.ch/en/vacancies/detail/758811a4-dfee-4645-950a-c17a6101bfaf/,Yesterday,basel,95%,Temporary,Swisslinx,47.5581077,7.5878261
data engineer,Layout Engineer - Tendering,https://www.jobs.ch/en/vacancies/detail/1599697e-25b2-4ba0-9150-14930a88c13d/,2 days ago,switzerland,100%,Unlimited employment,Kanadevia Inova,46.7985624,8.2319736
data engineer,Full Stack Software Engineer - Java 80-100%,https://www.jobs.ch/en/vacancies/detail/702b44ce-899c-427c-a3f9-496824deda5d/,11 hours ago,zollikofen,80 – 100%,Unlimited employment,Xovis AG,46.9959463,7.4576417
data engineer,Senior Network Engineer (100%),https://www.jobs.ch/en/vacancies/detail/10c31c25-95b0-4214-9e3a-88232be26435/,Yesterday,marin-epagnier,100%,Unlimited employment,Not specified,47.0091238,6.9999328
data engineer,Professional / Senior ICT System Engineer (m/w/d),https://www.jobs.ch/en/vacancies/detail/cd11ad13-4b1c-4dca-8df4-be732fc09fed/,3 days ago,liestal,80 – 100%,Unlimited employment,EBL (Genossenschaft Elektra Baselland),47.4839723,7.7347783
data engineer,System Engineer (100 %),https://www.jobs.ch/en/vacancies/detail/05a71696-f02b-4112-8d8c-fca64d30ac22/,3 days ago,basel,100%,Unlimited employment,Bank CIC (Schweiz) AG,47.5581077,7.5878261
data manager,Data Management Officer (w/m/d) - 80%-100%,https://www.jobs.ch/en/vacancies/detail/a1d60eef-7e79-487e-a30f-20cb007d1b72/,2 weeks ago,reinach,80 – 100%,Unlimited employment,Endress+Hauser,47.4935369,7.5910891
data manager,Manager Customer Service,https://www.jobs.ch/en/vacancies/detail/c5239cc0-4dc4-4ee6-a12c-ba3e2e1d6ebf/,Last week,bern,80 – 100%,Unlimited employment,Vetrotech Saint-Gobain,46.9484742,7.4521749
data manager,Clinical Data Manager (m/f/d),https://www.jobs.ch/en/vacancies/detail/6435ec1e-6e43-4ce9-9207-44a092d62470/,Last week,nottwil,100%,Unlimited employment,UNIpersonal AG,47.1378546,8.1318599
data manager,Data Manager Materialstammdaten 80-90% (w/m/d),https://www.jobs.ch/en/vacancies/detail/9a346433-37cb-43b8-9c21-ece37b1f6d58/,3 days ago,lupfig,80 – 90%,Unlimited employment,Antalis AG,47.4397165,8.2013965
data manager,Data Rule Manager (w/m/d),https://www.jobs.ch/en/vacancies/detail/a0d14834-e4c8-4542-950f-806d3ebd967a/,Yesterday,zürich,80 – 100%,Temporary,M-Industrie,47.3744489,8.5410422
data manager,Data Governance Manager,https://www.jobs.ch/en/vacancies/detail/7a4d99dc-d10b-4655-b67e-3e7a26a93fde/,2 months ago,basel,100%,Unlimited employment,Bank J. Safra Sarasin,47.5581077,7.5878261
data manager,Stammdatenmanager*in,https://www.jobs.ch/en/vacancies/detail/4614e4bb-bf20-47b8-8ab9-755d18243a6c/,Last month,moosseedorf,80 – 100%,Unlimited employment,Marti Dienstleistungen AG,47.0163655,7.4839011
data manager,Data Engineer (m/f/d) - 100%,https://www.jobs.ch/en/vacancies/detail/c54a3bfd-110d-49a5-b143-4bcacf471a93/,Yesterday,baar zg,5%,Unlimited employment,ITech Consult AG,47.1951976,8.5253985
data manager,(Senior) Manager Data & AI 80-100%,https://www.jobs.ch/en/vacancies/detail/6129d812-5b44-4be8-a778-4c557d119514/,5 days ago,zürich oder bern,80 – 100%,Unlimited employment,Eraneos Switzerland AG,,
data manager,(Senior) Energiedatenmanager:in 80-100% (m/w/d),https://www.jobs.ch/en/vacancies/detail/6ce7c203-a32f-4120-9610-f1d6d266e1e1/,Last week,kriens,80 – 100%,Unlimited employment,swenex - swiss energy exchange AG,47.034146,8.2807994
data manager,Master Data Management Specialist,https://www.jobs.ch/en/vacancies/detail/e2f93752-0ffb-4a8c-8bcc-248c5453a964/,2 weeks ago,schmerikon,100%,Unlimited employment,Wild & Küpfer AG,47.2256001,8.9415774
data manager,Master Data Management Coordinator 100%,https://www.jobs.ch/en/vacancies/detail/f7a3d234-93cb-4d6f-b85b-933097b22bce/,Last month,luzern,100%,Unlimited employment,Schurter AG,47.0505452,8.3054682
data manager,Senior Data Analyst (m/w/d) 80-100%,https://www.jobs.ch/en/vacancies/detail/ece83ac1-bf77-4243-a7da-4d7b9b07b81b/,2 weeks ago,volketswil,80 – 100%,Unlimited employment,blue Entertainment AG,47.3898617,8.690503
data manager,Fachspezialist/-in Datenmanagement und Enterprise Architektur,https://www.jobs.ch/en/vacancies/detail/d745ed60-73fb-4d9a-a263-ef46641f9633/,2 days ago,thun,80 – 100%,Unlimited employment,Das Bundesamt für Zivildienst ZIVI,46.7582827,7.628086
data manager,Data Manager:in 70-100% mit starken technischen Skills,https://www.jobs.ch/en/vacancies/detail/78dc06b0-c7dc-407f-8639-b4024d5e9de9/,3 weeks ago,raum bern und teilweise im homeoffice,70 – 100%,Unlimited employment,p3b ag,,
data manager,Daten Architekt,https://www.jobs.ch/en/vacancies/detail/5433e8ae-1084-4495-875e-e9e4c6f0aee3/,2 weeks ago,"thun, berne, schweiz",80 – 100%,Unlimited employment,Safeguard Global,,
data manager,Gestionnaire des données de base,https://www.jobs.ch/en/vacancies/detail/efd7dd40-fc78-47b8-9291-691a7a9df01f/,Last month,moosseedorf,80 – 100%,Unlimited employment,Marti Dienstleistungen AG,47.0163655,7.4839011
data manager,Datacenter Spezialist mit VMware und NetApp Betriebserfahrung (22118 / 60-100% Pensum),https://www.jobs.ch/en/vacancies/detail/c5656ef1-f9df-4d4a-8471-6333a2eb4740/,2 weeks ago,baden,60 – 100%,Freelance,IQ Plus AG,47.4736827,8.3086822
data manager,Data Center Shift Technician - Steige ein in die Zukunft der Technik!,https://www.jobs.ch/en/vacancies/detail/e4ab1dd8-164a-40c6-a6db-e5131baf3584/,3 weeks ago,zürich altstetten,100%,Unlimited employment,ISS Schweiz AG,47.3913167,8.4893332
data manager,Business Data Specialist,https://www.jobs.ch/en/vacancies/detail/5da3cfe7-b0ee-4725-9f8c-2f89707eb6c2/,Yesterday,chavornay,100%,Unlimited employment,SICPA,46.706261,6.5693871
data manager,GESTIONNAIRE DES DONNÉES RÉFÉRENTIELLES – 100 %,https://www.jobs.ch/en/vacancies/detail/60ba3f16-d91b-470b-a007-6b7ef58e96fb/,Yesterday,genève,100%,Unlimited employment,CHF 102 000 - 110 000 /year,46.2017559,6.1466014
data manager,Application Manager (80 - 100%),https://www.jobs.ch/en/vacancies/detail/5c74dce8-24f9-4959-ab96-e17aa296b64e/,3 weeks ago,bern,80 – 100%,Unlimited employment,Justitia 4.0,46.9484742,7.4521749
data manager,Relationship Manager Financing - Corporate Clients (100 %),https://www.jobs.ch/en/vacancies/detail/e998163a-c946-4b49-8c7b-72562c713345/,3 days ago,lugano,100%,Unlimited employment,Bank CIC (Schweiz) AG,46.0050102,8.9520281
data manager,Application Manager (80 - 100%),https://www.jobs.ch/en/vacancies/detail/5c74dce8-24f9-4959-ab96-e17aa296b64e/,3 weeks ago,bern,80 – 100%,Unlimited employment,Justitia 4.0,46.9484742,7.4521749
data manager,Associate Manager Administration 80 -100%,https://www.jobs.ch/en/vacancies/detail/50671144-aed1-44c4-80cd-d7879a46396a/,3 weeks ago,3008  (bern),80 – 100%,Unlimited employment,Swiss Cancer Institute,46.9451019,7.4138983
data manager,"Data Engineer, 80-100%",https://www.jobs.ch/en/vacancies/detail/439d4881-1520-486e-b1f7-339b1fc47959/,Yesterday,zürich,80 – 100%,Unlimited employment,VZ VermögensZentrum,47.3744489,8.5410422
data manager,Account Manager,https://www.jobs.ch/en/vacancies/detail/88e15860-c9f2-44da-b7f9-a78007dc9fe0/,5 hours ago,aarau,100%,Temporary,Manpower SA,47.3927146,8.0444448
data manager,Key Account Manager,https://www.jobs.ch/en/vacancies/detail/e641b8d6-4b69-4807-ba8d-3bcf6affdc48/,11 hours ago,meilen zh,100%,Unlimited employment,Stettler Consulting AG,47.270428,8.6412249
data manager,Territory Manager Dental,https://www.jobs.ch/en/vacancies/detail/92acfbea-aca9-4763-9546-c4685952e571/,11 hours ago,region deutschschweiz,100%,Unlimited employment,Stettler Consulting AG,,
data manager,Lean Manager 100% (m/w/d),https://www.jobs.ch/en/vacancies/detail/74abf24d-b5e1-4814-bbee-0ce985cabe44/,8 hours ago,kleinlützel,100%,Unlimited employment,ASSA ABLOY Schweiz AG,47.4259552,7.4172702
data manager,AI Governance Manager 80 - 100% (w/m/d),https://www.jobs.ch/en/vacancies/detail/b6558310-7dcb-4acc-9b20-c95c5432fbe0/,15 hours ago,zürich,80 – 100%,Unlimited employment,LGT,47.3744489,8.5410422
data manager,Tourist Information Manager 100% (w/m/d),https://www.jobs.ch/en/vacancies/detail/e3fbc0dd-3d92-4b4c-89df-3a54781f7900/,13 hours ago,bern,100%,Unlimited employment,Bern Welcome,46.9484742,7.4521749
data manager,Manager Finanzen/Controlling (M/F/D) 100 %,https://www.jobs.ch/en/vacancies/detail/f674c750-b9e5-405a-9d83-2a52920fdeba/,12 hours ago,beringen,100%,Unlimited employment,STRATEC Switzerland AG,47.6975693,8.5733833
data manager,(Senior) Manager - People Advisory Services - Reward (Zurich),https://www.jobs.ch/en/vacancies/detail/2db2e785-69ef-4d0b-b80b-b7f9f2ef1ed3/,19 hours ago,zurich,100%,Unlimited employment,EY (Ernst & Young AG),47.3744489,8.5410422
data manager,Product Manager Wein/Schaumwein,https://www.jobs.ch/en/vacancies/detail/cc7d346b-3466-46bc-b17d-11f1156c7e70/,Yesterday,zürich,80 – 100%,Unlimited employment,Denner AG,47.3744489,8.5410422
data manager,"Business Development Manager BI/Data, Outils collaboratifs et ECM / Villars-sur-Glâne / Gland",https://www.jobs.ch/en/vacancies/detail/9840b370-32c2-4d44-b09c-4ad998ae21e3/,Yesterday,villars-sur-glâne,100%,Unlimited employment,Tebicom,46.791321,7.1161892
data manager,Facility Services Manager,https://www.jobs.ch/en/vacancies/detail/3b84a304-827f-4b0b-a768-9491b089c75a/,Yesterday,villars-sur-glâne,100%,Unlimited employment,Leatech SA,46.791321,7.1161892
data manager,"Business Development Manager (100%, f/m)",https://www.jobs.ch/en/vacancies/detail/63317c11-76c5-4bbe-8dbe-0a64a25ee367/,Yesterday,versoix,100%,Unlimited employment,Keller Swiss Group AG,46.2773064,6.168962
data manager,User Access Manager,https://www.jobs.ch/en/vacancies/detail/0197ca34-ef61-4eb9-80f9-6e0149391732/,2 days ago,basel,100%,Unlimited employment,Bank J. Safra Sarasin,47.5581077,7.5878261
data manager,Digital Transformation & Automation Manager m/w/d 100%,https://www.jobs.ch/en/vacancies/detail/78b6a77c-2295-4b61-8836-e26a86f54f79/,Yesterday,dübendorf,100%,Unlimited employment,Biomed AG,47.3969942,8.6185666
data manager,Senior Sales Manager (a),https://www.jobs.ch/en/vacancies/detail/85b43a10-ea91-4c38-aab2-69ffd9a8d2c4/,2 days ago,kreuzlingen,80 – 100%,Unlimited employment,Peak Personal GmbH,47.6464362,9.1725621
data manager,Technical Product / Account Manager 100 % m/w/d,https://www.jobs.ch/en/vacancies/detail/67c89756-6be8-4ca4-b7ad-2733760b1922/,Yesterday,kappel,100%,Unlimited employment,Schmitz Cargobull Schweiz AG,47.3229823,7.8495476
data manager,Account manager PUBLIC à 80-100% (H/F),https://www.jobs.ch/en/vacancies/detail/5ae48a84-03ba-4294-a1ef-5de93acea8a0/,Yesterday,suisse romande,100%,Unlimited employment,Groupe T2i Suisse SA,46.5269552,6.6546209
data manager,Finance Manager Accounting & Controlling 80% - 100% (m/w/d),https://www.jobs.ch/en/vacancies/detail/3d73bbcb-b640-4610-85aa-054e4fc24380/,Yesterday,adliswil,80 – 100%,Unlimited employment,Infopro Digital Schweiz GmbH,47.3117624,8.52491
data manager,"Quality Manager / Fachtechnisch verantwortliche Person FvP D/E/F, 80-100% (w/m/d)",https://www.jobs.ch/en/vacancies/detail/967ea92e-8bb5-4f6b-878d-600288f71b7b/,Yesterday,wetzikon,80 – 100%,Unlimited employment,Five Office Ltd,47.3226925,8.7980939
data manager,Relationship Manager Financing - Corporate Clients (100 %),https://www.jobs.ch/en/vacancies/detail/e998163a-c946-4b49-8c7b-72562c713345/,3 days ago,lugano,100%,Unlimited employment,Bank CIC (Schweiz) AG,46.0050102,8.9520281
data manager,Research Associate Spine (a) 100%,https://www.jobs.ch/en/vacancies/detail/a6a386a9-7bb0-4179-821e-ed39052142ff/,Last week,"lengghalde 2, zürich",100%,Unlimited employment,Schulthess Klinik,,
data architect,Group Data Architect - 100% Be the architect of data that drives innovation across Europe's leading,https://www.jobs.ch/en/vacancies/detail/dc8b0893-15b2-4e21-b586-461031371cb5/,2 weeks ago,"cham, switzerland",100%,Unlimited employment,Selecta AG,,
data architect,Data Architect - Data Product Owner 80-100%,https://www.jobs.ch/en/vacancies/detail/bfd5b81f-769b-4cce-82d6-126ddb95edb6/,2 days ago,colombier ne,80 – 100%,Unlimited employment,Banque Cantonale Neuchâteloise,46.9698719,6.8587597
data architect,Data Engineer,https://www.jobs.ch/en/vacancies/detail/417b806b-f70f-4002-8cc4-a732404025ce/,3 days ago,lausanne,100%,Unlimited employment,CHF 83 000 - 102 000 /year,46.5218269,6.6327025
data architect,Data Architect,https://www.jobs.ch/en/vacancies/detail/237f30dd-77cf-4499-a97c-5689a847fc49/,6 days ago,bern,80 – 100%,Unlimited employment,Atupri Gesundheitsversicherung AG,46.9484742,7.4521749
data architect,Business Analyst / Data Architect,https://www.jobs.ch/en/vacancies/detail/f91d2461-f56f-4496-871f-b0d37dc72ba2/,2 days ago,fribourg,100%,Unlimited employment,Cremo SA,46.6789116,7.1027113
data architect,Daten Architekt,https://www.jobs.ch/en/vacancies/detail/5433e8ae-1084-4495-875e-e9e4c6f0aee3/,2 weeks ago,"thun, berne, schweiz",80 – 100%,Unlimited employment,Safeguard Global,,
data architect,Senior Qlik Business Intelligence Consultant,https://www.jobs.ch/en/vacancies/detail/9e51c523-67d0-40e6-bc88-f65958c735fe/,Last week,zürich,100%,Unlimited employment,LIONSCOUT GmbH,47.3744489,8.5410422
